Date	Arkengarthdale	East Cowton	Malham Tarn	Snaizeholme	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1	Skelton Tomorrow	Skelton - 1	Average Rainfall	Average River flow	Average Rainfall -1 day	Skelton + average Rain	Arkengarthdale_lag1	East Cowton_lag1	Malham Tarn_lag1	Snaizeholme_lag1	Predictor_1_lag1	Skelton_lag1	Arkengarthdale_lag2	East Cowton_lag2	Malham Tarn_lag2	Snaizeholme_lag2	Predictor_1_lag2	Skelton_lag2	Arkengarthdale_lag3	East Cowton_lag3	Malham Tarn_lag3	Snaizeholme_lag3	Predictor_1_lag3	Skelton_lag3	Arkengarthdale_lag4	East Cowton_lag4	Malham Tarn_lag4	Snaizeholme_lag4	Predictor_1_lag4	Skelton_lag4	Arkengarthdale_lag5	East Cowton_lag5	Malham Tarn_lag5	Snaizeholme_lag5	Predictor_1_lag5	Skelton_lag5	Arkengarthdale_lag6	East Cowton_lag6	Malham Tarn_lag6	Snaizeholme_lag6	Predictor_1_lag6	Skelton_lag6
1993-12-23	6.2	2.6	19.8	0.3	30.821	17.114	44.202	111.4	103.9	92.136	103.9	101.1	7.225	50.884	4.739	118.625	4.0	1.6	13.2	0.156	89.52	101.1	0.4	1.0	11.8	0.6	88.205	101.077	0.0	1.0	16.2	1.2	90.494	101.062	0.4	1.0	20.4	1.6	92.474	101.053	1.045	1.2	18.48	1.594	93.684	101.047	1.908	3.0	10.88	1.15	94.029	101.044
1993-12-24	6.4	3.9	22.4	0.9	32.225	17.59	44.664	103.9	88.64	94.479	88.64	111.4	8.4	49.595	7.225	112.3	6.2	2.6	19.8	0.3	92.136	111.4	4.0	1.6	13.2	0.156	89.52	101.1	0.4	1.0	11.8	0.6	88.205	101.077	0.0	1.0	16.2	1.2	90.494	101.062	0.4	1.0	20.4	1.6	92.474	101.053	1.045	1.2	18.48	1.594	93.684	101.047
1993-12-25	6.0	4.5	23.0	1.3	32.25	17.924	42.488	88.64	68.55	92.662	68.55	103.9	8.7	45.326	8.4	97.34	6.4	3.9	22.4	0.9	94.479	103.9	6.2	2.6	19.8	0.3	92.136	111.4	4.0	1.6	13.2	0.156	89.52	101.1	0.4	1.0	11.8	0.6	88.205	101.077	0.0	1.0	16.2	1.2	90.494	101.062	0.4	1.0	20.4	1.6	92.474	101.053
1993-12-26	2.4	4.9	17.4	1.3	30.875	17.382	35.208	68.55	57.25	83.465	57.25	88.64	6.5	38.004	8.7	75.05	6.0	4.5	23.0	1.3	92.662	88.64	6.4	3.9	22.4	0.9	94.479	103.9	6.2	2.6	19.8	0.3	92.136	111.4	4.0	1.6	13.2	0.156	89.52	101.1	0.4	1.0	11.8	0.6	88.205	101.077	0.0	1.0	16.2	1.2	90.494	101.062
1993-12-27	0.2	2.9	7.6	1.0	27.05	15.64	28.502	57.25	52.94	71.192	52.94	68.55	2.925	32.11	6.5	60.175	2.4	4.9	17.4	1.3	83.465	68.55	6.0	4.5	23.0	1.3	92.662	88.64	6.4	3.9	22.4	0.9	94.479	103.9	6.2	2.6	19.8	0.3	92.136	111.4	4.0	1.6	13.2	0.156	89.52	101.1	0.4	1.0	11.8	0.6	88.205	101.077
1993-12-28	2.6	1.6	10.6	3.3	23.025	13.158	22.966	52.94	58.701	59.148	58.701	57.25	4.525	28.022	2.925	57.465	0.2	2.9	7.6	1.0	71.192	57.25	2.4	4.9	17.4	1.3	83.465	68.55	6.0	4.5	23.0	1.3	92.662	88.64	6.4	3.9	22.4	0.9	94.479	103.9	6.2	2.6	19.8	0.3	92.136	111.4	4.0	1.6	13.2	0.156	89.52	101.1
1993-12-29	5.4	1.0	18.8	5.152	20.931	10.892	22.014	58.701	71.553	53.838	71.553	52.94	7.588	28.135	4.525	66.289	2.6	1.6	10.6	3.3	59.148	52.94	0.2	2.9	7.6	1.0	71.192	57.25	2.4	4.9	17.4	1.3	83.465	68.55	6.0	4.5	23.0	1.3	92.662	88.64	6.4	3.9	22.4	0.9	94.479	103.9	6.2	2.6	19.8	0.3	92.136	111.4
1993-12-30	6.8	0.0	20.567	6.2	21.462	9.895	25.405	71.553	84.848	56.763	84.848	58.701	8.392	32.079	7.588	79.945	5.4	1.0	18.8	5.152	53.838	58.701	2.6	1.6	10.6	3.3	59.148	52.94	0.2	2.9	7.6	1.0	71.192	57.25	2.4	4.9	17.4	1.3	83.465	68.55	6.0	4.5	23.0	1.3	92.662	88.64	6.4	3.9	22.4	0.9	94.479	103.9
1993-12-31	6.8	0.0	20.767	6.6	23.354	10.532	31.141	84.848	91.94	65.027	91.94	71.553	8.542	37.469	8.392	93.39	6.8	0.0	20.567	6.2	56.763	71.553	5.4	1.0	18.8	5.152	53.838	58.701	2.6	1.6	10.6	3.3	59.148	52.94	0.2	2.9	7.6	1.0	71.192	57.25	2.4	4.9	17.4	1.3	83.465	68.55	6.0	4.5	23.0	1.3	92.662	88.64
1994-01-01	4.4	0.4	15.567	5.3	25.654	12.107	34.008	91.94	93.591	71.769	93.591	84.848	6.417	40.927	8.542	98.357	6.8	0.0	20.767	6.6	65.027	84.848	6.8	0.0	20.567	6.2	56.763	71.553	5.4	1.0	18.8	5.152	53.838	58.701	2.6	1.6	10.6	3.3	59.148	52.94	0.2	2.9	7.6	1.0	71.192	57.25	2.4	4.9	17.4	1.3	83.465	68.55
1994-01-02	2.979	0.696	17.367	4.337	28.055	13.469	35.85	93.591	94.994	77.374	94.994	91.94	6.345	42.741	6.417	99.936	4.4	0.4	15.567	5.3	71.769	91.94	6.8	0.0	20.767	6.6	65.027	84.848	6.8	0.0	20.567	6.2	56.763	71.553	5.4	1.0	18.8	5.152	53.838	58.701	2.6	1.6	10.6	3.3	59.148	52.94	0.2	2.9	7.6	1.0	71.192	57.25
1994-01-03	3.979	0.8	17.8	4.0	30.368	14.325	35.972	94.994	96.146	80.665	96.146	93.591	6.645	43.915	6.345	101.639	2.979	0.696	17.367	4.337	77.374	93.591	4.4	0.4	15.567	5.3	71.769	91.94	6.8	0.0	20.767	6.6	65.027	84.848	6.8	0.0	20.567	6.2	56.763	71.553	5.4	1.0	18.8	5.152	53.838	58.701	2.6	1.6	10.6	3.3	59.148	52.94
1994-01-04	3.979	0.8	17.2	4.0	32.524	14.66	35.718	96.146	97.046	82.901	97.046	94.994	6.495	44.762	6.645	102.641	3.979	0.8	17.8	4.0	80.665	94.994	2.979	0.696	17.367	4.337	77.374	93.591	4.4	0.4	15.567	5.3	71.769	91.94	6.8	0.0	20.767	6.6	65.027	84.848	6.8	0.0	20.567	6.2	56.763	71.553	5.4	1.0	18.8	5.152	53.838	58.701
1994-01-05	3.779	0.4	27.6	3.2	34.574	14.746	39.184	97.046	97.691	88.504	97.691	96.146	8.745	46.388	6.495	105.791	3.979	0.8	17.2	4.0	82.901	96.146	3.979	0.8	17.8	4.0	80.665	94.994	2.979	0.696	17.367	4.337	77.374	93.591	4.4	0.4	15.567	5.3	71.769	91.94	6.8	0.0	20.767	6.6	65.027	84.848	6.8	0.0	20.567	6.2	56.763	71.553
1994-01-06	2.4	0.104	17.2	3.111	36.507	14.813	42.042	97.691	98.08	93.362	98.08	97.046	5.704	47.763	8.745	103.395	3.779	0.4	27.6	3.2	88.504	97.046	3.979	0.8	17.2	4.0	82.901	96.146	3.979	0.8	17.8	4.0	80.665	94.994	2.979	0.696	17.367	4.337	77.374	93.591	4.4	0.4	15.567	5.3	71.769	91.94	6.8	0.0	20.767	6.6	65.027	84.848
1994-01-07	0.0	0.6	11.6	2.8	38.166	14.863	41.125	98.08	98.21	94.155	98.21	97.691	3.75	48.058	5.704	101.83	2.4	0.104	17.2	3.111	93.362	97.691	3.779	0.4	27.6	3.2	88.504	97.046	3.979	0.8	17.2	4.0	82.901	96.146	3.979	0.8	17.8	4.0	80.665	94.994	2.979	0.696	17.367	4.337	77.374	93.591	4.4	0.4	15.567	5.3	71.769	91.94
1994-01-08	0.0	0.8	16.8	4.0	39.395	14.895	37.37	98.21	86.6	91.66	86.6	98.08	5.4	47.468	3.75	103.61	0.0	0.6	11.6	2.8	94.155	98.08	2.4	0.104	17.2	3.111	93.362	97.691	3.779	0.4	27.6	3.2	88.504	97.046	3.979	0.8	17.2	4.0	82.901	96.146	3.979	0.8	17.8	4.0	80.665	94.994	2.979	0.696	17.367	4.337	77.374	93.591
1994-01-09	1.8	2.6	14.0	6.4	39.344	14.062	36.057	86.6	100.1	89.463	100.1	98.21	6.2	44.016	5.4	92.8	0.0	0.8	16.8	4.0	91.66	98.21	0.0	0.6	11.6	2.8	94.155	98.08	2.4	0.104	17.2	3.111	93.362	97.691	3.779	0.4	27.6	3.2	88.504	97.046	3.979	0.8	17.2	4.0	82.901	96.146	3.979	0.8	17.8	4.0	80.665	94.994
1994-01-10	1.8	3.2	13.6	5.2	38.799	13.796	34.639	100.1	113.6	87.235	113.6	86.6	5.95	46.834	6.2	106.05	1.8	2.6	14.0	6.4	89.463	86.6	0.0	0.8	16.8	4.0	91.66	98.21	0.0	0.6	11.6	2.8	94.155	98.08	2.4	0.104	17.2	3.111	93.362	97.691	3.779	0.4	27.6	3.2	88.504	97.046	3.979	0.8	17.2	4.0	82.901	96.146
1994-01-11	3.2	4.0	17.8	7.6	37.937	13.552	35.631	113.6	113.25	87.121	113.25	100.1	8.15	50.18	5.95	121.75	1.8	3.2	13.6	5.2	87.235	100.1	1.8	2.6	14.0	6.4	89.463	86.6	0.0	0.8	16.8	4.0	91.66	98.21	0.0	0.6	11.6	2.8	94.155	98.08	2.4	0.104	17.2	3.111	93.362	97.691	3.779	0.4	27.6	3.2	88.504	97.046
1994-01-12	4.456	6.0	15.7	8.362	36.954	13.424	38.78	113.25	112.118	89.157	112.118	113.6	8.63	50.602	8.15	121.88	3.2	4.0	17.8	7.6	87.121	113.6	1.8	3.2	13.6	5.2	87.235	100.1	1.8	2.6	14.0	6.4	89.463	86.6	0.0	0.8	16.8	4.0	91.66	98.21	0.0	0.6	11.6	2.8	94.155	98.08	2.4	0.104	17.2	3.111	93.362	97.691
1994-01-13	3.571	5.4	10.1	6.562	36.755	14.366	40.065	112.118	110.081	91.185	110.081	113.25	6.408	50.826	8.63	118.526	4.456	6.0	15.7	8.362	89.157	113.25	3.2	4.0	17.8	7.6	87.121	113.6	1.8	3.2	13.6	5.2	87.235	100.1	1.8	2.6	14.0	6.4	89.463	86.6	0.0	0.8	16.8	4.0	91.66	98.21	0.0	0.6	11.6	2.8	94.155	98.08
1994-01-14	4.088	4.8	20.9	7.0	36.633	14.978	42.642	110.081	107.016	94.252	107.016	112.118	9.197	51.084	6.408	119.278	3.571	5.4	10.1	6.562	91.185	112.118	4.456	6.0	15.7	8.362	89.157	113.25	3.2	4.0	17.8	7.6	87.121	113.6	1.8	3.2	13.6	5.2	87.235	100.1	1.8	2.6	14.0	6.4	89.463	86.6	0.0	0.8	16.8	4.0	91.66	98.21
1994-01-15	2.888	5.2	16.9	4.2	36.504	15.765	45.9	107.016	102.8	98.169	102.8	110.081	7.297	51.296	9.197	114.313	4.088	4.8	20.9	7.0	94.252	110.081	3.571	5.4	10.1	6.562	91.185	112.118	4.456	6.0	15.7	8.362	89.157	113.25	3.2	4.0	17.8	7.6	87.121	113.6	1.8	3.2	13.6	5.2	87.235	100.1	1.8	2.6	14.0	6.4	89.463	86.6
1994-01-16	1.633	4.8	13.6	1.838	36.288	16.518	44.546	102.8	80.08	97.352	80.08	107.016	5.468	50.038	7.297	108.268	2.888	5.2	16.9	4.2	98.169	107.016	4.088	4.8	20.9	7.0	94.252	110.081	3.571	5.4	10.1	6.562	91.185	112.118	4.456	6.0	15.7	8.362	89.157	113.25	3.2	4.0	17.8	7.6	87.121	113.6	1.8	3.2	13.6	5.2	87.235	100.1
1994-01-17	0.717	4.2	11.2	0.638	33.662	16.497	39.988	80.08	75.03	90.147	75.03	102.8	4.189	42.557	5.468	84.269	1.633	4.8	13.6	1.838	97.352	102.8	2.888	5.2	16.9	4.2	98.169	107.016	4.088	4.8	20.9	7.0	94.252	110.081	3.571	5.4	10.1	6.562	91.185	112.118	4.456	6.0	15.7	8.362	89.157	113.25	3.2	4.0	17.8	7.6	87.121	113.6
1994-01-18	1.2	6.2	9.2	0.4	32.263	15.794	36.653	75.03	118.3	84.711	118.3	80.08	4.25	39.935	4.189	79.28	0.717	4.2	11.2	0.638	90.147	80.08	1.633	4.8	13.6	1.838	97.352	102.8	2.888	5.2	16.9	4.2	98.169	107.016	4.088	4.8	20.9	7.0	94.252	110.081	3.571	5.4	10.1	6.562	91.185	112.118	4.456	6.0	15.7	8.362	89.157	113.25
1994-01-19	1.0	4.4	9.0	0.6	30.67	14.625	36.417	118.3	81.92	81.712	81.92	75.03	3.75	50.003	4.25	122.05	1.2	6.2	9.2	0.4	84.711	75.03	0.717	4.2	11.2	0.638	90.147	80.08	1.633	4.8	13.6	1.838	97.352	102.8	2.888	5.2	16.9	4.2	98.169	107.016	4.088	4.8	20.9	7.0	94.252	110.081	3.571	5.4	10.1	6.562	91.185	112.118
1994-01-20	1.0	2.6	10.679	4.0	28.67	13.356	35.715	81.92	71.77	77.74	71.77	118.3	4.57	39.915	3.75	86.49	1.0	4.4	9.0	0.6	81.712	118.3	1.2	6.2	9.2	0.4	84.711	75.03	0.717	4.2	11.2	0.638	90.147	80.08	1.633	4.8	13.6	1.838	97.352	102.8	2.888	5.2	16.9	4.2	98.169	107.016	4.088	4.8	20.9	7.0	94.252	110.081
1994-01-21	1.0	2.0	14.679	5.4	28.345	12.531	37.131	71.77	68.35	78.007	68.35	81.92	5.77	37.444	4.57	77.54	1.0	2.6	10.679	4.0	77.74	81.92	1.0	4.4	9.0	0.6	81.712	118.3	1.2	6.2	9.2	0.4	84.711	75.03	0.717	4.2	11.2	0.638	90.147	80.08	1.633	4.8	13.6	1.838	97.352	102.8	2.888	5.2	16.9	4.2	98.169	107.016
1994-01-22	0.8	0.0	10.679	8.6	26.47	12.048	35.82	68.35	112.7	74.338	112.7	71.77	5.02	35.672	5.77	73.37	1.0	2.0	14.679	5.4	78.007	71.77	1.0	2.6	10.679	4.0	77.74	81.92	1.0	4.4	9.0	0.6	81.712	118.3	1.2	6.2	9.2	0.4	84.711	75.03	0.717	4.2	11.2	0.638	90.147	80.08	1.633	4.8	13.6	1.838	97.352	102.8
1994-01-23	1.6	0.6	17.697	11.8	29.55	12.013	31.477	112.7	100.3	73.039	100.3	68.35	7.924	46.435	5.02	120.624	0.8	0.0	10.679	8.6	74.338	68.35	1.0	2.0	14.679	5.4	78.007	71.77	1.0	2.6	10.679	4.0	77.74	81.92	1.0	4.4	9.0	0.6	81.712	118.3	1.2	6.2	9.2	0.4	84.711	75.03	0.717	4.2	11.2	0.638	90.147	80.08
1994-01-24	2.4	1.0	24.819	11.8	30.0	12.259	32.383	100.3	111.6	74.641	111.6	112.7	10.005	43.736	7.924	110.305	1.6	0.6	17.697	11.8	73.039	112.7	0.8	0.0	10.679	8.6	74.338	68.35	1.0	2.0	14.679	5.4	78.007	71.77	1.0	2.6	10.679	4.0	77.74	81.92	1.0	4.4	9.0	0.6	81.712	118.3	1.2	6.2	9.2	0.4	84.711	75.03
1994-01-25	3.075	2.4	30.317	13.288	34.5	12.781	33.421	111.6	111.373	80.702	111.373	100.3	12.27	48.076	10.005	123.87	2.4	1.0	24.819	11.8	74.641	100.3	1.6	0.6	17.697	11.8	73.039	112.7	0.8	0.0	10.679	8.6	74.338	68.35	1.0	2.0	14.679	5.4	78.007	71.77	1.0	2.6	10.679	4.0	77.74	81.92	1.0	4.4	9.0	0.6	81.712	118.3
1994-01-26	2.675	2.6	35.117	12.288	39.18	13.558	34.943	111.373	110.74	87.681	110.74	111.6	13.17	49.764	12.27	124.543	3.075	2.4	30.317	13.288	80.702	111.6	2.4	1.0	24.819	11.8	74.641	100.3	1.6	0.6	17.697	11.8	73.039	112.7	0.8	0.0	10.679	8.6	74.338	68.35	1.0	2.0	14.679	5.4	78.007	71.77	1.0	2.6	10.679	4.0	77.74	81.92
1994-01-27	2.0	2.049	35.098	10.6	38.733	14.306	35.95	110.74	109.774	88.989	109.774	111.373	12.437	49.932	13.17	123.177	2.675	2.6	35.117	12.288	87.681	111.373	3.075	2.4	30.317	13.288	80.702	111.6	2.4	1.0	24.819	11.8	74.641	100.3	1.6	0.6	17.697	11.8	73.039	112.7	0.8	0.0	10.679	8.6	74.338	68.35	1.0	2.0	14.679	5.4	78.007	71.77
1994-01-28	1.2	1.649	30.498	8.6	40.883	14.924	36.325	109.774	108.547	92.133	108.547	110.74	10.487	50.476	12.437	120.261	2.0	2.049	35.098	10.6	88.989	110.74	2.675	2.6	35.117	12.288	87.681	111.373	3.075	2.4	30.317	13.288	80.702	111.6	2.4	1.0	24.819	11.8	74.641	100.3	1.6	0.6	17.697	11.8	73.039	112.7	0.8	0.0	10.679	8.6	74.338	68.35
1994-01-29	1.725	0.249	26.3	7.612	39.18	15.484	36.602	108.547	107.131	91.265	107.131	109.774	8.972	49.953	10.487	117.518	1.2	1.649	30.498	8.6	92.133	109.774	2.0	2.049	35.098	10.6	88.989	110.74	2.675	2.6	35.117	12.288	87.681	111.373	3.075	2.4	30.317	13.288	80.702	111.6	2.4	1.0	24.819	11.8	74.641	100.3	1.6	0.6	17.697	11.8	73.039	112.7
1994-01-30	1.925	0.049	17.5	8.012	37.22	15.95	36.893	107.131	105.6	90.063	105.6	108.547	6.872	49.299	8.972	114.002	1.725	0.249	26.3	7.612	91.265	108.547	1.2	1.649	30.498	8.6	92.133	109.774	2.0	2.049	35.098	10.6	88.989	110.74	2.675	2.6	35.117	12.288	87.681	111.373	3.075	2.4	30.317	13.288	80.702	111.6	2.4	1.0	24.819	11.8	74.641	100.3
1994-01-31	2.2	0.0	10.7	7.3	35.517	16.287	37.314	105.6	103.2	89.118	103.2	107.131	5.05	48.68	6.872	110.65	1.925	0.049	17.5	8.012	90.063	107.131	1.725	0.249	26.3	7.612	91.265	108.547	1.2	1.649	30.498	8.6	92.133	109.774	2.0	2.049	35.098	10.6	88.989	110.74	2.675	2.6	35.117	12.288	87.681	111.373	3.075	2.4	30.317	13.288	80.702	111.6
1994-02-01	2.35	2.4	6.551	6.324	36.592	16.372	39.178	103.2	102.578	92.142	102.578	105.6	4.406	48.835	5.05	107.606	2.2	0.0	10.7	7.3	89.118	105.6	1.925	0.049	17.5	8.012	90.063	107.131	1.725	0.249	26.3	7.612	91.265	108.547	1.2	1.649	30.498	8.6	92.133	109.774	2.0	2.049	35.098	10.6	88.989	110.74	2.675	2.6	35.117	12.288	87.681	111.373
1994-02-02	1.15	2.4	1.251	4.424	37.912	16.538	42.349	102.578	102.1	96.799	102.1	103.2	2.306	49.844	4.406	104.884	2.35	2.4	6.551	6.324	92.142	103.2	2.2	0.0	10.7	7.3	89.118	105.6	1.925	0.049	17.5	8.012	90.063	107.131	1.725	0.249	26.3	7.612	91.265	108.547	1.2	1.649	30.498	8.6	92.133	109.774	2.0	2.049	35.098	10.6	88.989	110.74
1994-02-03	0.55	2.4	0.651	4.824	39.292	16.782	42.49	102.1	101.527	98.564	101.527	102.578	2.106	50.166	2.306	104.206	1.15	2.4	1.251	4.424	96.799	102.578	2.35	2.4	6.551	6.324	92.142	103.2	2.2	0.0	10.7	7.3	89.118	105.6	1.925	0.049	17.5	8.012	90.063	107.131	1.725	0.249	26.3	7.612	91.265	108.547	1.2	1.649	30.498	8.6	92.133	109.774
1994-02-04	0.15	2.4	0.451	3.824	40.771	17.125	43.872	101.527	100.801	101.768	100.801	102.1	1.706	50.824	2.106	103.233	0.55	2.4	0.651	4.824	98.564	102.1	1.15	2.4	1.251	4.424	96.799	102.578	2.35	2.4	6.551	6.324	92.142	103.2	2.2	0.0	10.7	7.3	89.118	105.6	1.925	0.049	17.5	8.012	90.063	107.131	1.725	0.249	26.3	7.612	91.265	108.547
1994-02-05	0.2	0.4	1.0	4.6	39.988	17.638	45.19	100.801	99.39	102.817	99.39	101.527	1.55	50.904	1.706	102.351	0.15	2.4	0.451	3.824	101.768	101.527	0.55	2.4	0.651	4.824	98.564	102.1	1.15	2.4	1.251	4.424	96.799	102.578	2.35	2.4	6.551	6.324	92.142	103.2	2.2	0.0	10.7	7.3	89.118	105.6	1.925	0.049	17.5	8.012	90.063	107.131
1994-02-06	0.2	0.6	4.4	6.2	39.422	17.105	42.825	99.39	89.16	99.352	89.16	100.801	2.85	49.686	1.55	102.24	0.2	0.4	1.0	4.6	102.817	100.801	0.15	2.4	0.451	3.824	101.768	101.527	0.55	2.4	0.651	4.824	98.564	102.1	1.15	2.4	1.251	4.424	96.799	102.578	2.35	2.4	6.551	6.324	92.142	103.2	2.2	0.0	10.7	7.3	89.118	105.6
1994-02-07	0.2	0.6	4.2	3.8	37.922	16.272	41.945	89.16	70.76	96.138	70.76	99.39	2.2	46.325	2.85	91.36	0.2	0.6	4.4	6.2	99.352	99.39	0.2	0.4	1.0	4.6	102.817	100.801	0.15	2.4	0.451	3.824	101.768	101.527	0.55	2.4	0.651	4.824	98.564	102.1	1.15	2.4	1.251	4.424	96.799	102.578	2.35	2.4	6.551	6.324	92.142	103.2
1994-02-08	2.2	1.0	13.4	4.05	34.542	14.708	38.805	70.76	84.77	88.055	84.77	89.16	5.163	39.704	2.2	75.922	0.2	0.6	4.2	3.8	96.138	89.16	0.2	0.6	4.4	6.2	99.352	99.39	0.2	0.4	1.0	4.6	102.817	100.801	0.15	2.4	0.451	3.824	101.768	101.527	0.55	2.4	0.651	4.824	98.564	102.1	1.15	2.4	1.251	4.424	96.799	102.578
1994-02-09	2.0	0.6	13.2	2.85	33.15	12.759	38.031	84.77	68.28	83.94	68.28	70.76	4.662	42.177	5.163	89.432	2.2	1.0	13.4	4.05	88.055	70.76	0.2	0.6	4.2	3.8	96.138	89.16	0.2	0.6	4.4	6.2	99.352	99.39	0.2	0.4	1.0	4.6	102.817	100.801	0.15	2.4	0.451	3.824	101.768	101.527	0.55	2.4	0.651	4.824	98.564	102.1
1994-02-10	2.0	0.4	10.0	1.05	29.225	11.217	34.941	68.28	56.59	75.383	56.59	84.77	3.363	35.916	4.662	71.642	2.0	0.6	13.2	2.85	83.94	84.77	2.2	1.0	13.4	4.05	88.055	70.76	0.2	0.6	4.2	3.8	96.138	89.16	0.2	0.6	4.4	6.2	99.352	99.39	0.2	0.4	1.0	4.6	102.817	100.801	0.15	2.4	0.451	3.824	101.768	101.527
1994-02-11	2.0	0.4	9.8	0.25	25.775	9.669	31.954	56.59	50.53	67.398	50.53	68.28	3.113	30.997	3.363	59.702	2.0	0.4	10.0	1.05	75.383	68.28	2.0	0.6	13.2	2.85	83.94	84.77	2.2	1.0	13.4	4.05	88.055	70.76	0.2	0.6	4.2	3.8	96.138	89.16	0.2	0.6	4.4	6.2	99.352	99.39	0.2	0.4	1.0	4.6	102.817	100.801
1994-02-12	0.0	0.0	0.6	0.0	23.75	8.582	28.974	50.53	46.39	61.305	46.39	56.59	0.15	27.959	3.113	50.68	2.0	0.4	9.8	0.25	67.398	56.59	2.0	0.4	10.0	1.05	75.383	68.28	2.0	0.6	13.2	2.85	83.94	84.77	2.2	1.0	13.4	4.05	88.055	70.76	0.2	0.6	4.2	3.8	96.138	89.16	0.2	0.6	4.4	6.2	99.352	99.39
1994-02-13	0.0	0.0	0.2	0.0	19.375	7.711	21.574	46.39	41.9	48.66	41.9	50.53	0.05	23.762	0.15	46.44	0.0	0.0	0.6	0.0	61.305	50.53	2.0	0.4	9.8	0.25	67.398	56.59	2.0	0.4	10.0	1.05	75.383	68.28	2.0	0.6	13.2	2.85	83.94	84.77	2.2	1.0	13.4	4.05	88.055	70.76	0.2	0.6	4.2	3.8	96.138	89.16
1994-02-14	0.0	0.0	0.0	0.0	17.3	7.202	18.243	41.9	39.99	42.745	39.99	46.39	0.0	21.161	0.05	41.9	0.0	0.0	0.2	0.0	48.66	46.39	0.0	0.0	0.6	0.0	61.305	50.53	2.0	0.4	9.8	0.25	67.398	56.59	2.0	0.4	10.0	1.05	75.383	68.28	2.0	0.6	13.2	2.85	83.94	84.77	2.2	1.0	13.4	4.05	88.055	70.76
1994-02-15	1.0	0.6	0.0	0.0	15.85	6.871	15.97	39.99	35.09	38.691	35.09	41.9	0.4	19.67	0.0	40.39	0.0	0.0	0.0	0.0	42.745	41.9	0.0	0.0	0.2	0.0	48.66	46.39	0.0	0.0	0.6	0.0	61.305	50.53	2.0	0.4	9.8	0.25	67.398	56.59	2.0	0.4	10.0	1.05	75.383	68.28	2.0	0.6	13.2	2.85	83.94	84.77
1994-02-16	3.0	2.4	3.0	0.4	14.775	6.559	14.343	35.09	36.73	35.677	36.73	39.99	2.2	17.692	0.4	37.29	1.0	0.6	0.0	0.0	38.691	39.99	0.0	0.0	0.0	0.0	42.745	41.9	0.0	0.0	0.2	0.0	48.66	46.39	0.0	0.0	0.6	0.0	61.305	50.53	2.0	0.4	9.8	0.25	67.398	56.59	2.0	0.4	10.0	1.05	75.383	68.28
1994-02-17	3.0	2.4	3.4	1.2	14.025	6.188	13.214	36.73	33.65	33.427	33.65	35.09	2.5	17.539	2.2	39.23	3.0	2.4	3.0	0.4	35.677	35.09	1.0	0.6	0.0	0.0	38.691	39.99	0.0	0.0	0.0	0.0	42.745	41.9	0.0	0.0	0.2	0.0	48.66	46.39	0.0	0.0	0.6	0.0	61.305	50.53	2.0	0.4	9.8	0.25	67.398	56.59
1994-02-18	3.0	2.4	3.4	1.2	13.575	5.967	12.616	33.65	31.7	32.159	31.7	36.73	2.5	16.452	2.5	36.15	3.0	2.4	3.4	1.2	33.427	36.73	3.0	2.4	3.0	0.4	35.677	35.09	1.0	0.6	0.0	0.0	38.691	39.99	0.0	0.0	0.0	0.0	42.745	41.9	0.0	0.0	0.2	0.0	48.66	46.39	0.0	0.0	0.6	0.0	61.305	50.53
1994-02-19	2.0	1.8	3.4	1.2	13.25	5.714	12.211	31.7	30.31	31.175	30.31	33.65	2.1	15.719	2.5	33.8	3.0	2.4	3.4	1.2	32.159	33.65	3.0	2.4	3.4	1.2	33.427	36.73	3.0	2.4	3.0	0.4	35.677	35.09	1.0	0.6	0.0	0.0	38.691	39.99	0.0	0.0	0.0	0.0	42.745	41.9	0.0	0.0	0.2	0.0	48.66	46.39
1994-02-20	0.6	0.8	0.4	0.8	12.925	5.484	11.809	30.31	28.78	30.218	28.78	31.7	0.65	15.132	2.1	30.96	2.0	1.8	3.4	1.2	31.175	31.7	3.0	2.4	3.4	1.2	32.159	33.65	3.0	2.4	3.4	1.2	33.427	36.73	3.0	2.4	3.0	0.4	35.677	35.09	1.0	0.6	0.0	0.0	38.691	39.99	0.0	0.0	0.0	0.0	42.745	41.9
1994-02-21	1.4	3.8	0.4	0.4	12.575	5.359	11.404	28.78	27.88	29.338	27.88	30.31	1.5	14.529	0.65	30.28	0.6	0.8	0.4	0.8	30.218	30.31	2.0	1.8	3.4	1.2	31.175	31.7	3.0	2.4	3.4	1.2	32.159	33.65	3.0	2.4	3.4	1.2	33.427	36.73	3.0	2.4	3.0	0.4	35.677	35.09	1.0	0.6	0.0	0.0	38.691	39.99
1994-02-22	1.8	4.4	0.8	0.8	12.15	5.12	10.878	27.88	31.49	28.148	31.49	28.78	1.95	14.007	1.5	29.83	1.4	3.8	0.4	0.4	29.338	28.78	0.6	0.8	0.4	0.8	30.218	30.31	2.0	1.8	3.4	1.2	31.175	31.7	3.0	2.4	3.4	1.2	32.159	33.65	3.0	2.4	3.4	1.2	33.427	36.73	3.0	2.4	3.0	0.4	35.677	35.09
