Date	Arkengarthdale	East Cowton	Malham Tarn	Snaizeholme	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1	Skelton Tomorrow	Skelton - 1	Average Rainfall	Average River flow	Average Rainfall -1 day	Skelton + average Rain	Arkengarthdale_lag1	East Cowton_lag1	Malham Tarn_lag1	Snaizeholme_lag1	Predictor_1_lag1	Skelton_lag1	Arkengarthdale_lag2	East Cowton_lag2	Malham Tarn_lag2	Snaizeholme_lag2	Predictor_1_lag2	Skelton_lag2	Arkengarthdale_lag3	East Cowton_lag3	Malham Tarn_lag3	Snaizeholme_lag3	Predictor_1_lag3	Skelton_lag3	Arkengarthdale_lag4	East Cowton_lag4	Malham Tarn_lag4	Snaizeholme_lag4	Predictor_1_lag4	Skelton_lag4	Arkengarthdale_lag5	East Cowton_lag5	Malham Tarn_lag5	Snaizeholme_lag5	Predictor_1_lag5	Skelton_lag5	Arkengarthdale_lag6	East Cowton_lag6	Malham Tarn_lag6	Snaizeholme_lag6	Predictor_1_lag6	Skelton_lag6
1994-08-12	3.4	2.2	0.6	0.0	3.225	1.687	3.489	7.646	7.348	8.401	7.348	7.746	1.55	4.012	1.65	9.196	3.4	2.2	0.8	0.2	8.552	7.746	2.2	0.4	0.4	0.2	8.824	8.157	0.0	0.0	0.2	0.2	9.432	8.478	1.0	0.0	1.6	0.6	11.102	8.954	4.4	0.2	1.4	1.0	11.559	9.796	6.1	0.6	1.4	1.5	11.357	11.62
1994-08-13	3.4	2.2	0.6	0.0	3.197	1.665	3.406	7.348	6.909	8.268	6.909	7.646	1.55	3.904	1.55	8.898	3.4	2.2	0.6	0.0	8.401	7.646	3.4	2.2	0.8	0.2	8.552	7.746	2.2	0.4	0.4	0.2	8.824	8.157	0.0	0.0	0.2	0.2	9.432	8.478	1.0	0.0	1.6	0.6	11.102	8.954	4.4	0.2	1.4	1.0	11.559	9.796
1994-08-14	1.2	1.8	0.4	0.0	3.145	1.634	3.331	6.909	6.758	8.11	6.758	7.348	0.85	3.755	1.55	7.759	3.4	2.2	0.6	0.0	8.268	7.348	3.4	2.2	0.6	0.0	8.401	7.646	3.4	2.2	0.8	0.2	8.552	7.746	2.2	0.4	0.4	0.2	8.824	8.157	0.0	0.0	0.2	0.2	9.432	8.478	1.0	0.0	1.6	0.6	11.102	8.954
1994-08-15	0.0	0.0	0.0	0.0	3.052	1.594	3.254	6.758	6.59	7.901	6.59	6.909	0.0	3.665	0.85	6.758	1.2	1.8	0.4	0.0	8.11	6.909	3.4	2.2	0.6	0.0	8.268	7.348	3.4	2.2	0.6	0.0	8.401	7.646	3.4	2.2	0.8	0.2	8.552	7.746	2.2	0.4	0.4	0.2	8.824	8.157	0.0	0.0	0.2	0.2	9.432	8.478
1994-08-16	0.4	0.0	2.0	2.2	2.952	1.563	3.186	6.59	7.158	7.702	7.158	6.758	1.15	3.573	0.0	7.74	0.0	0.0	0.0	0.0	7.901	6.758	1.2	1.8	0.4	0.0	8.11	6.909	3.4	2.2	0.6	0.0	8.268	7.348	3.4	2.2	0.6	0.0	8.401	7.646	3.4	2.2	0.8	0.2	8.552	7.746	2.2	0.4	0.4	0.2	8.824	8.157
1994-08-17	3.8	0.0	3.2	3.6	3.0	1.606	3.175	7.158	9.919	7.78	9.919	6.59	2.65	3.735	1.15	9.808	0.4	0.0	2.0	2.2	7.702	6.59	0.0	0.0	0.0	0.0	7.901	6.758	1.2	1.8	0.4	0.0	8.11	6.909	3.4	2.2	0.6	0.0	8.268	7.348	3.4	2.2	0.6	0.0	8.401	7.646	3.4	2.2	0.8	0.2	8.552	7.746
1994-08-18	3.8	0.0	3.6	4.2	3.632	1.683	3.91	9.919	12.64	9.225	12.64	7.158	2.9	4.786	2.65	12.819	3.8	0.0	3.2	3.6	7.78	7.158	0.4	0.0	2.0	2.2	7.702	6.59	0.0	0.0	0.0	0.0	7.901	6.758	1.2	1.8	0.4	0.0	8.11	6.909	3.4	2.2	0.6	0.0	8.268	7.348	3.4	2.2	0.6	0.0	8.401	7.646
1994-08-19	3.8	0.0	5.4	6.0	4.287	1.677	4.441	12.64	9.52	10.405	9.52	9.919	3.8	5.761	2.9	16.44	3.8	0.0	3.6	4.2	9.225	9.919	3.8	0.0	3.2	3.6	7.78	7.158	0.4	0.0	2.0	2.2	7.702	6.59	0.0	0.0	0.0	0.0	7.901	6.758	1.2	1.8	0.4	0.0	8.11	6.909	3.4	2.2	0.6	0.0	8.268	7.348
1994-08-20	3.4	0.0	3.4	3.8	4.58	1.655	4.725	9.52	8.371	10.96	8.371	12.64	2.65	5.12	3.8	12.17	3.8	0.0	5.4	6.0	10.405	12.64	3.8	0.0	3.6	4.2	9.225	9.919	3.8	0.0	3.2	3.6	7.78	7.158	0.4	0.0	2.0	2.2	7.702	6.59	0.0	0.0	0.0	0.0	7.901	6.758	1.2	1.8	0.4	0.0	8.11	6.909
1994-08-21	0.0	0.0	2.2	2.8	4.64	1.567	4.903	8.371	7.352	11.11	7.352	9.52	1.25	4.87	2.65	9.621	3.4	0.0	3.4	3.8	10.96	9.52	3.8	0.0	5.4	6.0	10.405	12.64	3.8	0.0	3.6	4.2	9.225	9.919	3.8	0.0	3.2	3.6	7.78	7.158	0.4	0.0	2.0	2.2	7.702	6.59	0.0	0.0	0.0	0.0	7.901	6.758
1994-08-22	0.0	0.0	2.0	2.2	4.077	1.456	4.276	7.352	7.159	9.81	7.159	8.371	1.05	4.29	1.25	8.402	0.0	0.0	2.2	2.8	11.11	8.371	3.4	0.0	3.4	3.8	10.96	9.52	3.8	0.0	5.4	6.0	10.405	12.64	3.8	0.0	3.6	4.2	9.225	9.919	3.8	0.0	3.2	3.6	7.78	7.158	0.4	0.0	2.0	2.2	7.702	6.59
1994-08-23	2.6	2.8	11.5	1.464	3.507	1.49	3.854	7.159	10.28	8.851	10.28	7.352	4.591	4.002	1.05	11.75	0.0	0.0	2.0	2.2	9.81	7.352	0.0	0.0	2.2	2.8	11.11	8.371	3.4	0.0	3.4	3.8	10.96	9.52	3.8	0.0	5.4	6.0	10.405	12.64	3.8	0.0	3.6	4.2	9.225	9.919	3.8	0.0	3.2	3.6	7.78	7.158
1994-08-24	5.15	3.6	22.5	4.659	3.635	1.58	4.71	10.28	38.58	9.924	38.58	7.159	8.977	5.051	4.591	19.257	2.6	2.8	11.5	1.464	8.851	7.159	0.0	0.0	2.0	2.2	9.81	7.352	0.0	0.0	2.2	2.8	11.11	8.371	3.4	0.0	3.4	3.8	10.96	9.52	3.8	0.0	5.4	6.0	10.405	12.64	3.8	0.0	3.6	4.2	9.225	9.919
1994-08-25	7.55	4.017	32.104	9.059	6.227	1.813	13.166	38.58	33.27	21.206	33.27	10.28	13.182	14.946	8.977	51.762	5.15	3.6	22.5	4.659	9.924	10.28	2.6	2.8	11.5	1.464	8.851	7.159	0.0	0.0	2.0	2.2	9.81	7.352	0.0	0.0	2.2	2.8	11.11	8.371	3.4	0.0	3.4	3.8	10.96	9.52	3.8	0.0	5.4	6.0	10.405	12.64
1994-08-26	8.95	4.217	39.304	14.459	7.907	1.955	15.782	33.27	18.75	25.644	18.75	38.58	16.732	14.728	13.182	50.003	7.55	4.017	32.104	9.059	21.206	38.58	5.15	3.6	22.5	4.659	9.924	10.28	2.6	2.8	11.5	1.464	8.851	7.159	0.0	0.0	2.0	2.2	9.81	7.352	0.0	0.0	2.2	2.8	11.11	8.371	3.4	0.0	3.4	3.8	10.96	9.52
1994-08-27	6.95	1.417	32.465	16.795	8.56	1.929	17.768	18.75	17.88	28.256	17.88	33.27	14.407	11.752	16.732	33.157	8.95	4.217	39.304	14.459	25.644	33.27	7.55	4.017	32.104	9.059	21.206	38.58	5.15	3.6	22.5	4.659	9.924	10.28	2.6	2.8	11.5	1.464	8.851	7.159	0.0	0.0	2.0	2.2	9.81	7.352	0.0	0.0	2.2	2.8	11.11	8.371
1994-08-28	5.2	0.617	23.865	15.2	8.842	1.85	18.93	17.88	16.12	29.622	16.12	18.75	11.22	11.875	14.407	29.1	6.95	1.417	32.465	16.795	28.256	18.75	8.95	4.217	39.304	14.459	25.644	33.27	7.55	4.017	32.104	9.059	21.206	38.58	5.15	3.6	22.5	4.659	9.924	10.28	2.6	2.8	11.5	1.464	8.851	7.159	0.0	0.0	2.0	2.2	9.81	7.352
1994-08-29	2.8	0.2	16.461	10.6	6.507	1.642	11.929	16.12	13.02	20.078	13.02	17.88	7.515	9.05	11.22	23.635	5.2	0.617	23.865	15.2	29.622	17.88	6.95	1.417	32.465	16.795	28.256	18.75	8.95	4.217	39.304	14.459	25.644	33.27	7.55	4.017	32.104	9.059	21.206	38.58	5.15	3.6	22.5	4.659	9.924	10.28	2.6	2.8	11.5	1.464	8.851	7.159
1994-08-30	3.2	0.0	11.261	6.0	5.06	1.515	10.274	13.02	11.92	16.848	11.92	16.12	5.115	7.467	7.515	18.135	2.8	0.2	16.461	10.6	20.078	16.12	5.2	0.617	23.865	15.2	29.622	17.88	6.95	1.417	32.465	16.795	28.256	18.75	8.95	4.217	39.304	14.459	25.644	33.27	7.55	4.017	32.104	9.059	21.206	38.58	5.15	3.6	22.5	4.659	9.924	10.28
1994-08-31	6.2	0.0	17.0	7.4	4.62	1.591	9.223	11.92	27.63	15.434	27.63	13.02	7.65	6.838	5.115	19.57	3.2	0.0	11.261	6.0	16.848	13.02	2.8	0.2	16.461	10.6	20.078	16.12	5.2	0.617	23.865	15.2	29.622	17.88	6.95	1.417	32.465	16.795	28.256	18.75	8.95	4.217	39.304	14.459	25.644	33.27	7.55	4.017	32.104	9.059	21.206	38.58
1994-09-01	8.6	0.0	15.8	8.2	5.83	2.515	11.751	27.63	29.49	20.095	29.49	11.92	8.15	11.932	7.65	35.78	6.2	0.0	17.0	7.4	15.434	11.92	3.2	0.0	11.261	6.0	16.848	13.02	2.8	0.2	16.461	10.6	20.078	16.12	5.2	0.617	23.865	15.2	29.622	17.88	6.95	1.417	32.465	16.795	28.256	18.75	8.95	4.217	39.304	14.459	25.644	33.27
1994-09-02	8.6	0.0	13.8	8.0	7.077	2.772	12.19	29.49	16.21	22.039	16.21	27.63	7.6	12.882	8.15	37.09	8.6	0.0	15.8	8.2	20.095	27.63	6.2	0.0	17.0	7.4	15.434	11.92	3.2	0.0	11.261	6.0	16.848	13.02	2.8	0.2	16.461	10.6	20.078	16.12	5.2	0.617	23.865	15.2	29.622	17.88	6.95	1.417	32.465	16.795	28.256	18.75
1994-09-03	8.0	0.6	17.8	10.0	7.43	2.867	12.165	16.21	11.88	22.462	11.88	29.49	9.1	9.668	7.6	25.31	8.6	0.0	13.8	8.0	22.039	29.49	8.6	0.0	15.8	8.2	20.095	27.63	6.2	0.0	17.0	7.4	15.434	11.92	3.2	0.0	11.261	6.0	16.848	13.02	2.8	0.2	16.461	10.6	20.078	16.12	5.2	0.617	23.865	15.2	29.622	17.88
1994-09-04	5.4	0.8	12.2	8.2	7.555	2.827	11.826	11.88	11.61	22.207	11.61	16.21	6.65	8.522	9.1	18.53	8.0	0.6	17.8	10.0	22.462	16.21	8.6	0.0	13.8	8.0	22.039	29.49	8.6	0.0	15.8	8.2	20.095	27.63	6.2	0.0	17.0	7.4	15.434	11.92	3.2	0.0	11.261	6.0	16.848	13.02	2.8	0.2	16.461	10.6	20.078	16.12
1994-09-05	2.2	0.8	11.4	6.2	6.097	1.937	8.039	11.61	12.97	16.073	12.97	11.88	5.15	6.921	6.65	16.76	5.4	0.8	12.2	8.2	22.207	11.88	8.0	0.6	17.8	10.0	22.462	16.21	8.6	0.0	13.8	8.0	22.039	29.49	8.6	0.0	15.8	8.2	20.095	27.63	6.2	0.0	17.0	7.4	15.434	11.92	3.2	0.0	11.261	6.0	16.848	13.02
1994-09-06	3.4	0.903	20.0	11.8	5.03	1.705	6.867	12.97	14.41	13.602	14.41	11.61	9.026	6.643	5.15	21.996	2.2	0.8	11.4	6.2	16.073	11.61	5.4	0.8	12.2	8.2	22.207	11.88	8.0	0.6	17.8	10.0	22.462	16.21	8.6	0.0	13.8	8.0	22.039	29.49	8.6	0.0	15.8	8.2	20.095	27.63	6.2	0.0	17.0	7.4	15.434	11.92
1994-09-07	2.4	0.703	15.2	10.4	4.93	1.647	8.011	14.41	19.49	14.587	19.49	12.97	7.176	7.249	9.026	21.586	3.4	0.903	20.0	11.8	13.602	12.97	2.2	0.8	11.4	6.2	16.073	11.61	5.4	0.8	12.2	8.2	22.207	11.88	8.0	0.6	17.8	10.0	22.462	16.21	8.6	0.0	13.8	8.0	22.039	29.49	8.6	0.0	15.8	8.2	20.095	27.63
1994-09-08	3.6	2.503	13.6	9.6	5.345	1.714	9.358	19.49	17.45	16.416	17.45	14.41	7.326	8.977	7.176	26.816	2.4	0.703	15.2	10.4	14.587	14.41	3.4	0.903	20.0	11.8	13.602	12.97	2.2	0.8	11.4	6.2	16.073	11.61	5.4	0.8	12.2	8.2	22.207	11.88	8.0	0.6	17.8	10.0	22.462	16.21	8.6	0.0	13.8	8.0	22.039	29.49
1994-09-09	6.6	4.303	24.2	13.6	5.74	1.753	10.154	17.45	24.22	17.647	24.22	19.49	12.176	8.774	7.326	29.626	3.6	2.503	13.6	9.6	16.416	19.49	2.4	0.703	15.2	10.4	14.587	14.41	3.4	0.903	20.0	11.8	13.602	12.97	2.2	0.8	11.4	6.2	16.073	11.61	5.4	0.8	12.2	8.2	22.207	11.88	8.0	0.6	17.8	10.0	22.462	16.21
1994-09-10	8.275	6.8	25.1	12.4	7.545	1.917	13.317	24.22	41.61	22.779	41.61	17.45	13.144	11.75	12.176	37.364	6.6	4.303	24.2	13.6	17.647	17.45	3.6	2.503	13.6	9.6	16.416	19.49	2.4	0.703	15.2	10.4	14.587	14.41	3.4	0.903	20.0	11.8	13.602	12.97	2.2	0.8	11.4	6.2	16.073	11.61	5.4	0.8	12.2	8.2	22.207	11.88
1994-09-11	10.675	6.8	29.5	14.979	10.672	2.273	17.771	41.61	58.29	30.716	58.29	24.22	15.488	18.082	13.144	57.098	8.275	6.8	25.1	12.4	22.779	24.22	6.6	4.303	24.2	13.6	17.647	17.45	3.6	2.503	13.6	9.6	16.416	19.49	2.4	0.703	15.2	10.4	14.587	14.41	3.4	0.903	20.0	11.8	13.602	12.97	2.2	0.8	11.4	6.2	16.073	11.61
1994-09-12	10.532	5.3	29.736	15.804	14.162	3.114	25.723	58.29	78.25	43.0	78.25	41.61	15.343	25.322	15.488	73.633	10.675	6.8	29.5	14.979	30.716	41.61	8.275	6.8	25.1	12.4	22.779	24.22	6.6	4.303	24.2	13.6	17.647	17.45	3.6	2.503	13.6	9.6	16.416	19.49	2.4	0.703	15.2	10.4	14.587	14.41	3.4	0.903	20.0	11.8	13.602	12.97
1994-09-13	8.932	4.1	20.736	13.404	21.1	4.004	32.614	78.25	47.36	57.718	47.36	58.29	11.793	33.992	15.343	90.043	10.532	5.3	29.736	15.804	43.0	58.29	10.675	6.8	29.5	14.979	30.716	41.61	8.275	6.8	25.1	12.4	22.779	24.22	6.6	4.303	24.2	13.6	17.647	17.45	3.6	2.503	13.6	9.6	16.416	19.49	2.4	0.703	15.2	10.4	14.587	14.41
1994-09-14	6.859	2.033	13.636	10.004	22.575	4.15	33.952	47.36	69.31	60.677	69.31	78.25	8.133	27.009	11.793	55.493	8.932	4.1	20.736	13.404	57.718	78.25	10.532	5.3	29.736	15.804	43.0	58.29	10.675	6.8	29.5	14.979	30.716	41.61	8.275	6.8	25.1	12.4	22.779	24.22	6.6	4.303	24.2	13.6	17.647	17.45	3.6	2.503	13.6	9.6	16.416	19.49
1994-09-15	4.504	2.01	9.315	9.025	26.55	5.821	37.826	69.31	68.41	70.197	68.41	47.36	6.214	34.877	8.133	75.524	6.859	2.033	13.636	10.004	60.677	47.36	8.932	4.1	20.736	13.404	57.718	78.25	10.532	5.3	29.736	15.804	43.0	58.29	10.675	6.8	29.5	14.979	30.716	41.61	8.275	6.8	25.1	12.4	22.779	24.22	6.6	4.303	24.2	13.6	17.647	17.45
1994-09-16	2.447	1.71	6.279	6.8	28.65	5.694	33.613	68.41	34.88	67.957	34.88	69.31	4.309	34.092	6.214	72.719	4.504	2.01	9.315	9.025	70.197	69.31	6.859	2.033	13.636	10.004	60.677	47.36	8.932	4.1	20.736	13.404	57.718	78.25	10.532	5.3	29.736	15.804	43.0	58.29	10.675	6.8	29.5	14.979	30.716	41.61	8.275	6.8	25.1	12.4	22.779	24.22
1994-09-17	1.047	1.11	4.279	4.8	23.275	5.038	27.757	34.88	23.01	56.07	23.01	68.41	2.809	22.738	4.309	37.689	2.447	1.71	6.279	6.8	67.957	68.41	4.504	2.01	9.315	9.025	70.197	69.31	6.859	2.033	13.636	10.004	60.677	47.36	8.932	4.1	20.736	13.404	57.718	78.25	10.532	5.3	29.736	15.804	43.0	58.29	10.675	6.8	29.5	14.979	30.716	41.61
1994-09-18	0.245	0.577	1.679	3.8	20.895	4.889	24.14	23.01	18.87	49.923	18.87	34.88	1.575	18.234	2.809	24.585	1.047	1.11	4.279	4.8	56.07	34.88	2.447	1.71	6.279	6.8	67.957	68.41	4.504	2.01	9.315	9.025	70.197	69.31	6.859	2.033	13.636	10.004	60.677	47.36	8.932	4.1	20.736	13.404	57.718	78.25	10.532	5.3	29.736	15.804	43.0	58.29
1994-09-19	1.6	1.6	3.8	2.4	14.397	3.037	14.996	18.87	18.87	32.43	18.87	23.01	2.35	12.825	1.575	21.22	0.245	0.577	1.679	3.8	49.923	23.01	1.047	1.11	4.279	4.8	56.07	34.88	2.447	1.71	6.279	6.8	67.957	68.41	4.504	2.01	9.315	9.025	70.197	69.31	6.859	2.033	13.636	10.004	60.677	47.36	8.932	4.1	20.736	13.404	57.718	78.25
1994-09-20	5.4	3.6	7.6	3.4	9.105	2.568	10.618	18.87	24.02	22.292	24.02	18.87	5.0	10.29	2.35	23.87	1.6	1.6	3.8	2.4	32.43	18.87	0.245	0.577	1.679	3.8	49.923	23.01	1.047	1.11	4.279	4.8	56.07	34.88	2.447	1.71	6.279	6.8	67.957	68.41	4.504	2.01	9.315	9.025	70.197	69.31	6.859	2.033	13.636	10.004	60.677	47.36
1994-09-21	6.6	3.6	7.6	3.4	8.73	2.822	10.278	24.02	26.1	21.829	26.1	18.87	5.3	11.462	5.0	29.32	5.4	3.6	7.6	3.4	22.292	18.87	1.6	1.6	3.8	2.4	32.43	18.87	0.245	0.577	1.679	3.8	49.923	23.01	1.047	1.11	4.279	4.8	56.07	34.88	2.447	1.71	6.279	6.8	67.957	68.41	4.504	2.01	9.315	9.025	70.197	69.31
1994-09-22	6.6	3.6	7.8	3.4	9.135	2.952	10.25	26.1	18.27	22.337	18.27	24.02	5.35	12.109	5.3	31.45	6.6	3.6	7.6	3.4	21.829	24.02	5.4	3.6	7.6	3.4	22.292	18.87	1.6	1.6	3.8	2.4	32.43	18.87	0.245	0.577	1.679	3.8	49.923	23.01	1.047	1.11	4.279	4.8	56.07	34.88	2.447	1.71	6.279	6.8	67.957	68.41
1994-09-23	5.0	2.2	4.4	1.8	9.082	2.964	10.031	18.27	15.2	22.077	15.2	26.1	3.35	10.087	5.35	21.62	6.6	3.6	7.8	3.4	22.337	26.1	6.6	3.6	7.6	3.4	21.829	24.02	5.4	3.6	7.6	3.4	22.292	18.87	1.6	1.6	3.8	2.4	32.43	18.87	0.245	0.577	1.679	3.8	49.923	23.01	1.047	1.11	4.279	4.8	56.07	34.88
1994-09-24	3.6	2.4	5.4	4.0	8.847	2.801	9.588	15.2	42.36	21.236	42.36	18.27	3.85	9.109	3.35	19.05	5.0	2.2	4.4	1.8	22.077	18.27	6.6	3.6	7.8	3.4	22.337	26.1	6.6	3.6	7.6	3.4	21.829	24.02	5.4	3.6	7.6	3.4	22.292	18.87	1.6	1.6	3.8	2.4	32.43	18.87	0.245	0.577	1.679	3.8	49.923	23.01
1994-09-25	3.6	3.6	16.2	6.0	12.147	3.369	15.729	42.36	59.44	31.245	59.44	15.2	7.35	18.401	3.85	49.71	3.6	2.4	5.4	4.0	21.236	15.2	5.0	2.2	4.4	1.8	22.077	18.27	6.6	3.6	7.8	3.4	22.337	26.1	6.6	3.6	7.6	3.4	21.829	24.02	5.4	3.6	7.6	3.4	22.292	18.87	1.6	1.6	3.8	2.4	32.43	18.87
1994-09-26	3.6	3.6	16.2	6.0	15.047	3.751	18.902	59.44	32.42	37.701	32.42	42.36	7.35	24.285	7.35	66.79	3.6	3.6	16.2	6.0	31.245	42.36	3.6	2.4	5.4	4.0	21.236	15.2	5.0	2.2	4.4	1.8	22.077	18.27	6.6	3.6	7.8	3.4	22.337	26.1	6.6	3.6	7.6	3.4	21.829	24.02	5.4	3.6	7.6	3.4	22.292	18.87
1994-09-27	3.6	3.6	16.8	6.2	16.072	3.894	20.417	32.42	21.78	40.384	21.78	59.44	7.55	18.201	7.35	39.97	3.6	3.6	16.2	6.0	37.701	59.44	3.6	3.6	16.2	6.0	31.245	42.36	3.6	2.4	5.4	4.0	21.236	15.2	5.0	2.2	4.4	1.8	22.077	18.27	6.6	3.6	7.8	3.4	22.337	26.1	6.6	3.6	7.6	3.4	21.829	24.02
1994-09-28	1.2	1.2	12.4	2.4	16.627	3.949	21.261	21.78	17.77	41.838	17.77	32.42	4.3	15.904	7.55	26.08	3.6	3.6	16.8	6.2	40.384	32.42	3.6	3.6	16.2	6.0	37.701	59.44	3.6	3.6	16.2	6.0	31.245	42.36	3.6	2.4	5.4	4.0	21.236	15.2	5.0	2.2	4.4	1.8	22.077	18.27	6.6	3.6	7.8	3.4	22.337	26.1
1994-09-29	0.0	0.0	2.6	0.6	12.402	3.031	13.982	17.77	15.4	29.416	15.4	21.78	0.8	11.796	4.3	18.57	1.2	1.2	12.4	2.4	41.838	21.78	3.6	3.6	16.8	6.2	40.384	32.42	3.6	3.6	16.2	6.0	37.701	59.44	3.6	3.6	16.2	6.0	31.245	42.36	3.6	2.4	5.4	4.0	21.236	15.2	5.0	2.2	4.4	1.8	22.077	18.27
1994-09-30	0.0	0.2	3.2	0.6	8.487	2.514	10.137	15.4	15.49	21.138	15.49	17.77	1.0	9.134	0.8	16.4	0.0	0.0	2.6	0.6	29.416	17.77	1.2	1.2	12.4	2.4	41.838	21.78	3.6	3.6	16.8	6.2	40.384	32.42	3.6	3.6	16.2	6.0	37.701	59.44	3.6	3.6	16.2	6.0	31.245	42.36	3.6	2.4	5.4	4.0	21.236	15.2
1994-10-01	1.4	1.4	13.4	4.6	7.132	2.367	8.43	15.49	20.48	17.929	20.48	15.4	5.2	8.355	1.0	20.69	0.0	0.2	3.2	0.6	21.138	15.4	0.0	0.0	2.6	0.6	29.416	17.77	1.2	1.2	12.4	2.4	41.838	21.78	3.6	3.6	16.8	6.2	40.384	32.42	3.6	3.6	16.2	6.0	37.701	59.44	3.6	3.6	16.2	6.0	31.245	42.36
1994-10-02	4.6	2.289	20.476	7.638	7.072	2.541	11.279	20.48	65.22	20.892	65.22	15.49	8.751	10.343	5.2	29.231	1.4	1.4	13.4	4.6	17.929	15.49	0.0	0.2	3.2	0.6	21.138	15.4	0.0	0.0	2.6	0.6	29.416	17.77	1.2	1.2	12.4	2.4	41.838	21.78	3.6	3.6	16.8	6.2	40.384	32.42	3.6	3.6	16.2	6.0	37.701	59.44
1994-10-03	7.4	2.6	22.276	9.038	13.297	3.585	18.687	65.22	55.08	35.57	55.08	20.48	10.328	25.197	8.751	75.548	4.6	2.289	20.476	7.638	20.892	20.48	1.4	1.4	13.4	4.6	17.929	15.49	0.0	0.2	3.2	0.6	21.138	15.4	0.0	0.0	2.6	0.6	29.416	17.77	1.2	1.2	12.4	2.4	41.838	21.78	3.6	3.6	16.8	6.2	40.384	32.42
1994-10-04	7.4	2.4	21.676	9.238	16.862	4.071	21.719	55.08	31.18	42.652	31.18	65.22	10.178	24.433	10.328	65.258	7.4	2.6	22.276	9.038	35.57	65.22	4.6	2.289	20.476	7.638	20.892	20.48	1.4	1.4	13.4	4.6	17.929	15.49	0.0	0.2	3.2	0.6	21.138	15.4	0.0	0.0	2.6	0.6	29.416	17.77	1.2	1.2	12.4	2.4	41.838	21.78
1994-10-05	6.0	1.2	10.676	5.038	18.317	4.208	23.078	31.18	23.44	45.604	23.44	55.08	5.728	19.196	10.178	36.908	7.4	2.4	21.676	9.238	42.652	55.08	7.4	2.6	22.276	9.038	35.57	65.22	4.6	2.289	20.476	7.638	20.892	20.48	1.4	1.4	13.4	4.6	17.929	15.49	0.0	0.2	3.2	0.6	21.138	15.4	0.0	0.0	2.6	0.6	29.416	17.77
1994-10-06	2.8	0.311	3.0	1.8	18.575	4.038	20.042	23.44	19.71	42.655	19.71	31.18	1.978	16.524	5.728	25.418	6.0	1.2	10.676	5.038	45.604	31.18	7.4	2.4	21.676	9.238	42.652	55.08	7.4	2.6	22.276	9.038	35.57	65.22	4.6	2.289	20.476	7.638	20.892	20.48	1.4	1.4	13.4	4.6	17.929	15.49	0.0	0.2	3.2	0.6	21.138	15.4
1994-10-07	0.0	0.0	4.0	2.0	12.515	3.017	12.53	19.71	17.59	28.062	17.59	23.44	1.5	11.943	1.978	21.21	2.8	0.311	3.0	1.8	42.655	23.44	6.0	1.2	10.676	5.038	45.604	31.18	7.4	2.4	21.676	9.238	42.652	55.08	7.4	2.6	22.276	9.038	35.57	65.22	4.6	2.289	20.476	7.638	20.892	20.48	1.4	1.4	13.4	4.6	17.929	15.49
1994-10-08	0.0	0.0	5.6	2.8	9.15	2.561	9.783	17.59	17.71	21.493	17.71	19.71	2.1	9.771	1.5	19.69	0.0	0.0	4.0	2.0	28.062	19.71	2.8	0.311	3.0	1.8	42.655	23.44	6.0	1.2	10.676	5.038	45.604	31.18	7.4	2.4	21.676	9.238	42.652	55.08	7.4	2.6	22.276	9.038	35.57	65.22	4.6	2.289	20.476	7.638	20.892	20.48
1994-10-09	0.0	0.0	5.8	2.8	7.92	2.422	8.879	17.71	15.38	19.22	15.38	17.59	2.15	9.233	2.1	19.86	0.0	0.0	5.6	2.8	21.493	17.59	0.0	0.0	4.0	2.0	28.062	19.71	2.8	0.311	3.0	1.8	42.655	23.44	6.0	1.2	10.676	5.038	45.604	31.18	7.4	2.4	21.676	9.238	42.652	55.08	7.4	2.6	22.276	9.038	35.57	65.22
1994-10-10	0.0	0.0	6.0	2.8	7.125	2.353	8.328	15.38	14.3	17.806	14.3	17.71	2.2	8.296	2.15	17.58	0.0	0.0	5.8	2.8	19.22	17.71	0.0	0.0	5.6	2.8	21.493	17.59	0.0	0.0	4.0	2.0	28.062	19.71	2.8	0.311	3.0	1.8	42.655	23.44	6.0	1.2	10.676	5.038	45.604	31.18	7.4	2.4	21.676	9.238	42.652	55.08
1994-10-11	0.0	0.0	2.4	1.2	6.607	2.382	7.939	14.3	13.35	16.928	13.35	15.38	0.9	7.807	2.2	15.2	0.0	0.0	6.0	2.8	17.806	15.38	0.0	0.0	5.8	2.8	19.22	17.71	0.0	0.0	5.6	2.8	21.493	17.59	0.0	0.0	4.0	2.0	28.062	19.71	2.8	0.311	3.0	1.8	42.655	23.44	6.0	1.2	10.676	5.038	45.604	31.18
1994-10-12	0.0	0.0	0.6	0.4	6.185	2.444	7.282	13.35	12.78	15.911	12.78	14.3	0.25	7.315	0.9	13.6	0.0	0.0	2.4	1.2	16.928	14.3	0.0	0.0	6.0	2.8	17.806	15.38	0.0	0.0	5.8	2.8	19.22	17.71	0.0	0.0	5.6	2.8	21.493	17.59	0.0	0.0	4.0	2.0	28.062	19.71	2.8	0.311	3.0	1.8	42.655	23.44
