Date	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1
1994-03-27	25.932	12.954	38.033	56.22	64.34	76.92
1994-03-28	23.075	11.807	36.424	64.34	59.25	71.306
1994-03-29	19.675	9.917	32.188	59.25	50.76	61.78
1994-03-30	17.3	8.892	29.835	50.76	52.42	56.027
1994-03-31	17.95	8.828	32.047	52.42	78.119	58.824
1994-04-01	19.996	10.092	31.576	78.119	102.4	61.664
1994-04-02	23.021	11.106	33.692	102.4	65.1	67.819
1994-04-03	23.996	11.502	36.397	65.1	98.21	71.895
1994-04-04	26.021	13.01	37.134	98.21	73.44	76.165
1994-04-05	25.05	12.132	37.536	73.44	79.44	74.719
1994-04-06	24.65	11.516	37.22	79.44	72.78	73.386
1994-04-07	26.475	11.641	38.339	72.78	91.78	76.455
1994-04-08	27.05	11.871	40.075	91.78	87.236	78.996
1994-04-09	30.9	12.675	42.43	87.236	77.52	86.005
1994-04-10	29.075	13.194	41.727	77.52	61.35	83.996
1994-04-11	27.375	12.92	39.321	61.35	55.09	79.615
1994-04-12	24.525	11.833	35.579	55.09	63.07	71.937
1994-04-13	20.8	10.929	29.784	63.07	47.63	61.513
1994-04-14	19.525	10.031	25.401	47.63	39.93	54.957
1994-04-15	17.875	9.791	22.136	39.93	35.34	49.802
1994-04-16	16.175	8.956	18.426	35.34	32.17	43.557
1994-04-17	13.325	8.091	15.064	32.17	28.26	36.479
1994-04-18	12.025	6.995	13.394	28.26	26.28	32.414
1994-04-19	11.275	5.937	12.367	26.28	25.77	29.578
1994-04-20	10.85	5.02	11.6	25.77	29.29	27.469
1994-04-21	11.3	4.155	12.061	29.29	39.38	27.516
1994-04-22	13.075	4.031	15.806	39.38	73.41	32.912
1994-04-23	18.75	4.778	24.744	73.41	80.79	48.271
1994-04-24	24.675	5.22	29.936	80.79	48.35	59.831
1994-04-25	25.8	5.726	31.633	48.35	49.5	63.159
1994-04-26	25.675	6.282	31.716	49.5	39.69	63.673
1994-04-27	20.9	5.623	24.221	39.69	37.65	50.744
1994-04-28	16.725	5.129	22.982	37.65	52.87	44.836
1994-04-29	17.825	4.55	23.207	52.87	34.32	45.582
1994-04-30	16.825	3.904	19.97	34.32	27.22	40.699
1994-05-01	16.05	3.646	18.646	27.22	24.07	38.342
1994-05-02	14.2	3.444	14.608	24.07	22.46	32.252
1994-05-03	11.11	3.301	11.469	22.46	21.27	25.88
1994-05-04	10.065	3.196	10.22	21.27	24.27	23.481
1994-05-05	10.165	3.197	10.52	24.27	37.69	23.882
1994-05-06	11.965	3.243	13.59	37.69	31.42	28.798
1994-05-07	12.555	3.28	14.399	31.42	24.05	30.234
1994-05-08	12.682	3.324	14.751	24.05	20.81	30.757
1994-05-09	12.012	3.213	13.778	20.81	18.95	29.003
1994-05-10	9.757	3.069	10.142	18.95	17.92	22.967
1994-05-11	8.71	2.936	8.896	17.92	16.88	20.541
1994-05-12	8.165	2.777	8.097	16.88	16.09	19.038
1994-05-13	7.775	2.711	7.568	16.09	15.39	18.054
1994-05-14	7.48	2.671	7.227	15.39	19.78	17.377
1994-05-15	7.54	3.403	7.355	19.78	25.57	18.298
1994-05-16	8.252	3.781	8.407	25.57	22.02	20.44
1994-05-17	8.582	3.93	8.923	22.02	18.69	21.435
1994-05-18	8.682	3.99	9.134	18.69	16.56	21.807
1994-05-19	8.432	3.252	8.828	16.56	15.76	20.512
1994-05-20	7.595	2.868	7.64	15.76	15.64	18.103
1994-05-21	7.187	2.836	7.068	15.64	26.65	17.091
1994-05-22	8.937	3.728	10.113	26.65	43.22	22.779
1994-05-23	11.725	4.387	11.834	43.22	26.34	27.946
1994-05-24	12.612	4.734	12.531	26.34	20.46	29.877
1994-05-25	13.005	4.812	12.827	20.46	17.6	30.643
1994-05-26	11.27	3.948	9.618	17.6	15.84	24.835
1994-05-27	8.442	3.298	7.738	15.84	15.36	19.478
1994-05-28	7.427	2.946	6.873	15.36	14.36	17.246
1994-05-29	6.875	2.738	6.368	14.36	13.71	15.981
1994-05-30	6.505	2.622	6.051	13.71	13.4	15.178
1994-05-31	6.225	2.55	5.808	13.4	13.19	14.583
1994-06-01	5.997	2.512	5.624	13.19	13.48	14.134
1994-06-02	5.907	2.551	5.521	13.48	14.07	13.979
1994-06-03	5.93	2.604	5.485	14.07	14.91	14.018
1994-06-04	6.437	2.641	5.881	14.91	18.63	14.959
1994-06-05	7.2	2.626	6.346	18.63	15.57	16.171
1994-06-06	7.402	2.54	6.513	15.57	13.47	16.455
1994-06-07	7.42	2.452	6.703	13.47	14.56	16.575
1994-06-08	7.01	2.38	6.565	14.56	12.86	15.954
1994-06-09	6.21	2.338	6.171	12.86	11.88	14.719
1994-06-10	5.852	2.312	5.97	11.88	11.64	14.134
1994-06-11	5.585	2.283	5.681	11.64	11.22	13.549
1994-06-12	5.262	2.256	5.28	11.22	11.18	12.799
1994-06-13	5.08	2.242	5.018	11.18	10.71	12.34
1994-06-14	4.905	2.196	4.769	10.71	10.25	11.869
1994-06-15	4.737	2.138	4.537	10.25	10.03	11.412
1994-06-16	4.61	2.094	4.337	10.03	10.3	11.041
1994-06-17	4.55	2.055	4.206	10.3	10.18	10.81
1994-06-18	4.537	2.043	4.14	10.18	10.37	10.721
1994-06-19	4.53	2.051	4.217	10.37	13.63	10.798
1994-06-20	4.792	2.063	5.075	13.63	14.19	11.93
1994-06-21	4.945	2.095	6.738	14.19	26.89	13.777
1994-06-22	6.15	2.17	9.694	26.89	18.78	18.014
1994-06-23	6.647	2.177	10.556	18.78	13.75	19.38
1994-06-24	6.565	2.153	10.213	13.75	12.5	18.93
1994-06-25	6.507	2.198	8.912	12.5	12.76	17.617
1994-06-26	5.532	2.13	6.439	12.76	12.27	14.101
1994-06-27	5.125	2.104	6.206	12.27	15.79	13.435
1994-06-28	5.285	2.086	6.779	15.79	12.57	14.149
1994-06-29	5.21	1.964	6.813	12.57	10.65	13.987
1994-06-30	4.865	1.894	6.502	10.65	9.882	13.261
1994-07-01	4.632	1.848	5.82	9.882	9.498	12.3
1994-07-02	4.135	1.824	4.712	9.498	9.229	10.671
1994-07-03	3.882	1.815	4.294	9.229	8.72	9.991
1994-07-04	3.77	1.826	4.114	8.72	8.905	9.71
1994-07-05	3.697	1.831	4.006	8.905	9.239	9.535
1994-07-06	3.657	1.864	3.95	9.239	9.709	9.471
1994-07-07	3.675	1.986	3.878	9.709	9.33	9.539
1994-07-08	3.692	2.021	3.81	9.33	8.986	9.523
1994-07-09	3.71	2.024	3.76	8.986	8.419	9.494
1994-07-10	3.672	1.973	3.722	8.419	8.316	9.367
1994-07-11	3.602	1.827	3.691	8.316	8.162	9.12
1994-07-12	3.515	1.762	3.587	8.162	7.967	8.864
1994-07-13	3.465	1.726	3.515	7.967	7.735	8.706
1994-07-14	3.412	1.703	3.437	7.735	7.645	8.553
1994-07-15	3.347	1.684	3.354	7.645	7.434	8.385
1994-07-16	3.285	1.662	3.297	7.434	7.499	8.243
1994-07-17	3.182	1.646	3.23	7.499	7.124	8.058
1994-07-18	3.13	1.642	3.167	7.124	6.623	7.939
1994-07-19	3.08	1.635	3.119	6.623	6.298	7.833
1994-07-20	3.035	1.635	3.095	6.298	6.342	7.765
1994-07-21	2.997	1.642	3.049	6.342	6.151	7.689
